측정일시,권역명,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20220213,서남권,관악구,0.043,0.02,0.8,0.003,53,38
20220213,동북권,광진구,0.028,0.026,0.7,0.003,51,40
20220213,서남권,구로구,0.041,0.018,0.6,0.003,60,39
20220213,서남권,금천구,0.05,0.017,0.7,0.005,58,40
20220213,동북권,노원구,0.031,0.022,0.7,0.004,59,46
20220213,동북권,도봉구,0.026,0.025,0.7,0.003,53,38
20220213,동북권,동대문구,0.035,0.022,0.6,0.003,57,39
20220213,서남권,동작구,0.043,0.019,0.7,0.003,63,44
20220213,서북권,마포구,0.04,0.017,0.6,0.003,54,38
20220213,서북권,서대문구,0.035,0.022,0.9,0.006,51,37
20220213,동남권,서초구,0.037,0.018,0.6,0.002,53,38
20220213,동북권,성동구,0.025,0.017,0.5,0.003,60,35
20220213,동북권,성북구,0.033,0.023,0.8,0.003,60,38
20220213,동남권,송파구,0.036,0.023,0.7,0.003,56,39
20220213,서남권,양천구,0.041,0.015,0.7,0.003,67,46
20220213,서남권,영등포구,0.042,0.015,0.7,0.003,57,42
20220213,도심권,용산구,0.032,0.019,0.6,0.003,60,41
20220213,서북권,은평구,0.032,0.02,0.8,0.003,49,38
20220213,도심권,종로구,0.034,0.024,0.7,0.004,54,42
20220213,도심권,중구,0.036,0.024,0.7,0.004,56,41
20220213,동북권,중랑구,0.028,0.028,0.6,0.004,53,36
20220214,동남권,강남구,0.034,0.021,0.6,0.004,40,28
20220214,동남권,강동구,0.032,0.019,0.5,0.002,46,32
20220214,동북권,강북구,0.023,0.027,0.6,0.002,44,32
20220214,서남권,강서구,0.034,0.02,0.7,0.004,45,27
20220214,서남권,관악구,0.038,0.021,0.7,0.003,42,30
20220214,동북권,광진구,0.029,0.025,0.7,0.003,39,31
20220214,서남권,구로구,0.035,0.02,0.5,0.003,44,30
20220214,서남권,금천구,0.044,0.019,0.6,0.001,47,33
20220214,동북권,노원구,0.029,0.023,0.7,0.003,42,34
20220214,동북권,도봉구,0.029,0.022,0.7,0.003,37,29
20220214,동북권,동대문구,0.035,0.018,0.6,0.003,41,28
20220214,서남권,동작구,0.036,0.022,0.6,0.003,48,36
20220214,서북권,마포구,0.032,0.022,0.6,0.003,37,29
20220214,서북권,서대문구,0.029,0.025,0.7,0.004,37,30
20220214,동남권,서초구,0.035,0.019,0.6,0.002,44,33
20220214,동북권,성동구,0.022,0.018,0.5,0.002,42,26
20220214,동북권,성북구,0.034,0.02,0.8,0.002,44,28
20220214,동남권,송파구,0.034,0.023,0.6,0.003,41,29
20220214,서남권,양천구,0.037,0.017,0.7,0.003,46,33
20220214,서남권,영등포구,0.038,0.017,0.7,0.003,41,32
20220214,도심권,용산구,0.03,0.02,0.5,0.003,40,30
20220214,서북권,은평구,0.031,0.021,0.8,0.003,48,35
20220214,도심권,종로구,0.034,0.022,0.7,0.003,40,32
20220214,도심권,중구,0.036,0.022,0.6,0.004,39,31
20220214,동북권,중랑구,0.033,0.022,0.6,0.003,42,29
20220215,동남권,강남구,0.015,0.032,0.4,0.003,34,21
20220215,동남권,강동구,0.013,0.029,0.4,0.002,40,27
20220215,동북권,강북구,0.008,0.037,0.4,0.002,40,27
20220215,서남권,강서구,0.012,0.035,0.4,0.003,39,21
20220215,서남권,관악구,0.017,0.03,0.4,0.003,33,21
20220215,동북권,광진구,0.014,0.036,0.5,0.003,34,25
20220215,서남권,구로구,0.017,0.031,0.3,0.003,33,19
20220215,서남권,금천구,0.017,0.033,0.4,0.002,33,22
20220215,동북권,노원구,0.011,0.036,0.4,0.002,39,30
20220215,동북권,도봉구,0.008,0.035,0.5,0.003,29,23
20220215,동북권,동대문구,0.012,0.034,0.4,0.002,36,23
20220215,서남권,동작구,0.015,0.034,0.4,0.003,38,26
20220215,서북권,마포구,0.015,0.034,0.4,0.002,30,20
20220215,서북권,서대문구,0.013,0.033,0.4,0.003,33,22
20220215,동남권,서초구,0.014,0.031,0.4,0.002,31,19
20220215,동북권,성동구,0.011,0.025,0.3,0.002,38,22
20220215,동북권,성북구,0.015,0.032,0.6,0.002,36,21
20220215,동남권,송파구,0.02,0.03,0.5,0.003,37,24
20220215,서남권,양천구,0.015,0.03,0.4,0.002,38,26
20220215,서남권,영등포구,0.016,0.029,0.4,0.003,33,23
20220215,도심권,용산구,0.013,0.031,0.4,0.003,36,26
20220215,서북권,은평구,0.013,0.034,0.6,0.003,33,25
20220215,도심권,종로구,0.014,0.033,0.4,0.003,37,28
20220215,도심권,중구,0.013,0.032,0.4,0.003,34,26
20220215,동북권,중랑구,0.015,0.033,0.4,0.003,36,24
20220216,동남권,강남구,0.012,0.032,0.4,0.003,26,17
20220216,동남권,강동구,0.01,0.03,0.3,0.002,30,19
20220216,동북권,강북구,0.006,0.037,0.3,0.003,33,21
20220216,서남권,강서구,0.013,0.032,0.4,0.003,33,17
20220216,서남권,관악구,0.016,0.029,0.4,0.003,26,18
20220216,동북권,광진구,0.011,0.037,0.5,0.003,26,19
20220216,서남권,구로구,0.015,0.031,0.3,0.003,28,15
20220216,서남권,금천구,0.015,0.033,0.4,0.003,28,20
20220216,동북권,노원구,0.01,0.035,0.4,0.003,31,23
20220216,동북권,도봉구,0.007,0.035,0.5,0.003,23,17
20220216,동북권,동대문구,0.01,0.035,0.4,0.003,27,18
20220216,서남권,동작구,0.013,0.033,0.4,0.003,31,21
20220216,서북권,마포구,0.015,0.032,0.4,0.002,24,17
20220216,서북권,서대문구,0.012,0.032,0.4,0.003,26,17
20220216,동남권,서초구,0.013,0.031,0.4,0.002,29,13
20220216,동북권,성동구,0.009,0.025,0.3,0.002,29,18
20220216,동북권,성북구,0.013,0.033,0.6,0.003,28,17
20220216,동남권,송파구,0.017,0.031,0.5,0.003,29,19
20220216,서남권,양천구,0.016,0.026,0.4,0.002,32,23
20220216,서남권,영등포구,0.014,0.028,0.4,0.003,27,20
20220216,도심권,용산구,0.011,0.031,0.3,0.003,29,22
20220216,서북권,은평구,0.014,0.031,0.6,0.003,30,20
20220216,도심권,종로구,0.013,0.033,0.4,0.003,29,22
20220216,도심권,중구,0.011,0.032,0.4,0.003,27,21
20220216,동북권,중랑구,0.013,0.033,0.4,0.003,30,18
20220217,동남권,강남구,0.017,0.026,0.4,0.003,30,17
20220217,동남권,강동구,0.018,0.023,0.4,0.003,32,19
20220217,동북권,강북구,0.012,0.03,0.4,0.003,34,21
20220217,서남권,강서구,0.018,0.027,0.4,0.004,34,17
20220217,서남권,관악구,0.022,0.022,0.4,0.003,28,17
20220217,동북권,광진구,0.018,0.028,0.5,0.003,28,19
20220217,서남권,구로구,0.02,0.026,0.3,0.004,27,14
20220217,서남권,금천구,0.023,0.025,0.4,0.004,31,21
20220217,동북권,노원구,0.016,0.028,0.4,0.003,31,22
20220217,동북권,도봉구,0.01,0.031,0.5,0.003,24,17
20220217,동북권,동대문구,0.016,0.029,0.4,0.003,29,19
20220217,서남권,동작구,0.02,0.024,0.4,0.003,35,23
20220217,서북권,마포구,0.021,0.028,0.4,0.003,26,18
20220217,서북권,서대문구,0.017,0.027,0.4,0.004,29,18
20220217,동남권,서초구,0.02,0.025,0.4,0.003,26,14
20220217,동북권,성동구,0.014,0.02,0.3,0.003,31,16
20220217,동북권,성북구,0.02,0.026,0.6,0.003,30,18
20220217,동남권,송파구,0.024,0.024,0.5,0.003,31,18
20220217,서남권,양천구,0.018,0.024,0.4,0.003,34,23
20220217,서남권,영등포구,0.019,0.023,0.4,0.003,29,19
20220217,도심권,용산구,0.016,0.025,0.4,0.003,31,21
20220217,서북권,은평구,0.018,0.026,0.6,0.004,25,18
20220217,도심권,종로구,0.017,0.027,0.5,0.003,30,23
20220217,도심권,중구,0.017,0.028,0.4,0.003,31,21
20220217,동북권,중랑구,0.02,0.025,0.4,0.003,31,18
20220218,동남권,강남구,0.043,0.008,0.6,0.004,40,24
20220218,동남권,강동구,0.042,0.008,0.5,0.003,46,28
20220218,동북권,강북구,0.035,0.013,0.6,0.003,44,29
20220218,서남권,강서구,0.046,0.008,0.7,0.005,50,27
20220218,서남권,관악구,0.05,0.009,0.7,0.003,38,25
20220218,동북권,광진구,0.04,0.011,0.7,0.003,38,27
20220218,서남권,구로구,0.046,0.009,0.5,0.004,42,24
20220218,서남권,금천구,0.05,0.009,0.6,0.004,41,29
20220218,동북권,노원구,0.039,0.012,0.6,0.003,43,31
20220218,동북권,도봉구,0.039,0.01,0.8,0.003,39,29
20220218,동북권,동대문구,0.046,0.009,0.6,0.003,41,27
20220218,서남권,동작구,0.046,0.009,0.6,0.003,47,31
20220218,서북권,마포구,0.046,0.012,0.6,0.004,38,25
20220218,서북권,서대문구,0.04,0.013,0.7,0.005,38,27
20220218,동남권,서초구,0.048,0.008,0.6,0.003,41,25
20220218,동북권,성동구,0.025,0.007,0.4,0.003,43,21
20220218,동북권,성북구,0.048,0.008,0.9,0.003,47,28
20220218,동남권,송파구,0.048,0.008,0.7,0.004,42,25
20220218,서남권,양천구,0.045,0.008,0.6,0.003,47,32
20220218,서남권,영등포구,0.045,0.008,0.6,0.003,41,28
20220218,도심권,용산구,0.043,0.007,0.5,0.003,41,28
20220218,서북권,은평구,0.038,0.012,0.6,0.003,56,39
20220218,도심권,종로구,0.047,0.007,0.7,0.004,41,33
20220218,도심권,중구,0.052,0.007,0.7,0.004,41,31
20220218,동북권,중랑구,0.038,0.012,0.5,0.003,42,25
20220219,동남권,강남구,0.028,0.022,0.5,0.003,41,26
20220219,동남권,강동구,0.027,0.02,0.4,0.003,44,27
20220219,동북권,강북구,0.02,0.027,0.5,0.003,44,27
20220219,서남권,강서구,0.023,0.025,0.5,0.004,49,29
20220219,서남권,관악구,0.029,0.021,0.5,0.003,40,27
20220219,동북권,광진구,0.024,0.027,0.7,0.003,37,26
20220219,서남권,구로구,0.026,0.024,0.4,0.003,44,28
20220219,서남권,금천구,0.03,0.023,0.5,0.004,44,31
20220219,동북권,노원구,0.016,0.033,0.5,0.003,43,30
20220219,동북권,도봉구,0.019,0.027,0.6,0.003,39,25
20220219,동북권,동대문구,0.026,0.025,0.5,0.003,40,25
20220219,서남권,동작구,0.025,0.025,0.5,0.003,47,32
20220219,서북권,마포구,0.028,0.028,0.5,0.003,41,28
20220219,서북권,서대문구,0.024,0.024,0.7,0.005,44,30
20220219,동남권,서초구,0.026,0.022,0.5,0.003,39,27
20220219,동북권,성동구,0.019,0.018,0.4,0.003,43,22
20220219,동북권,성북구,0.025,0.026,0.7,0.003,42,23
20220219,동남권,송파구,0.033,0.021,0.6,0.003,42,26
20220219,서남권,양천구,0.025,0.021,0.5,0.003,50,34
20220219,서남권,영등포구,0.027,0.021,0.5,0.003,42,31
20220219,도심권,용산구,0.023,0.021,0.5,0.003,43,30
20220219,서북권,은평구,0.023,0.023,0.5,0.004,46,30
20220219,도심권,종로구,0.023,0.025,0.5,0.003,41,32
20220219,도심권,중구,0.028,0.027,0.5,0.004,39,31
20220219,동북권,중랑구,0.026,0.026,0.5,0.003,41,24
20220220,동남권,강남구,0.01,0.035,0.3,0.003,27,13
20220220,동남권,강동구,0.009,0.032,0.3,0.002,33,15
20220220,동북권,강북구,0.006,0.037,0.3,0.002,35,17
20220220,서남권,강서구,0.01,0.034,0.4,0.003,31,13
20220220,서남권,관악구,0.014,0.029,0.4,0.003,27,14
20220220,동북권,광진구,0.009,0.039,0.5,0.002,28,14
20220220,서남권,구로구,0.012,0.034,0.3,0.003,27,10
20220220,서남권,금천구,0.012,0.037,0.3,0.003,28,14
20220220,동북권,노원구,0.009,0.036,0.4,0.003,33,18
20220220,동북권,도봉구,0.005,0.036,0.5,0.003,27,14
20220220,동북권,동대문구,0.01,0.038,0.3,0.003,29,13
20220220,서남권,동작구,0.011,0.036,0.3,0.003,32,17
20220220,서북권,마포구,0.012,0.045,0.3,0.003,27,12
20220220,서북권,서대문구,0.01,0.035,0.4,0.003,31,13
20220220,동남권,서초구,0.01,0.034,0.4,0.003,25,9
20220220,동북권,성동구,0.007,0.028,0.3,0.002,29,12
20220220,동북권,성북구,0.011,0.034,0.6,0.003,31,12
20220220,동남권,송파구,0.014,0.034,0.4,0.003,31,15
20220220,서남권,양천구,0.013,0.031,0.4,0.002,32,17
20220220,서남권,영등포구,0.011,0.032,0.4,0.003,28,14
20220220,도심권,용산구,0.01,0.033,0.3,0.003,31,17
20220220,서북권,은평구,0.011,0.034,0.4,0.003,31,15
20220220,도심권,종로구,0.008,0.037,0.4,0.003,31,17
20220220,도심권,중구,0.012,0.039,0.4,0.003,26,15
20220220,동북권,중랑구,0.012,0.035,0.4,0.003,29,14
20220221,동남권,강남구,0.022,0.026,0.4,0.003,25,12
20220221,동남권,강동구,0.023,0.024,0.4,0.003,29,14
20220221,동북권,강북구,0.019,0.028,0.4,0.002,30,15
20220221,서남권,강서구,0.022,0.027,0.4,0.003,28,13
20220221,서남권,관악구,0.027,0.021,0.5,0.003,25,13
20220221,동북권,광진구,0.023,0.028,0.6,0.002,25,14
20220221,서남권,구로구,0.025,0.026,0.3,0.003,26,11
20220221,서남권,금천구,0.025,0.028,0.4,0.003,25,13
20220221,동북권,노원구,0.027,0.023,0.5,0.003,29,16
20220221,동북권,도봉구,0.017,0.028,0.6,0.003,24,14
20220221,동북권,동대문구,0.025,0.028,0.4,0.003,27,13
20220221,서남권,동작구,0.024,0.027,0.4,0.003,29,17
20220221,서북권,마포구,0.025,0.033,0.4,0.003,24,12
20220221,서북권,서대문구,0.025,0.025,0.6,0.004,28,15
20220221,동남권,서초구,0.023,0.026,0.4,0.003,26,11
20220221,동북권,성동구,0.014,0.02,0.3,0.002,26,11
20220221,동북권,성북구,0.027,0.025,0.7,0.003,30,14
20220221,동남권,송파구,0.027,0.025,0.5,0.003,28,13
20220221,서남권,양천구,0.024,0.024,0.4,0.003,30,17
20220221,서남권,영등포구,0.025,0.023,0.5,0.003,26,14
20220221,도심권,용산구,0.022,0.024,0.4,0.003,28,15
20220221,서북권,은평구,0.022,0.026,0.4,0.003,30,15
20220221,도심권,종로구,0.024,0.026,0.5,0.003,27,17
20220221,도심권,중구,0.027,0.027,0.5,0.003,23,16
20220221,동북권,중랑구,0.025,0.026,0.4,0.003,26,13
20220222,동남권,강남구,0.013,0.033,0.4,0.003,27,13
20220222,동남권,강동구,0.013,0.031,0.3,0.003,31,14
20220222,동북권,강북구,0.007,0.038,0.3,0.003,34,16
20220222,서남권,강서구,0.015,0.032,0.4,0.004,35,14
20220222,서남권,관악구,0.017,0.025,0.4,0.003,28,13
20220222,동북권,광진구,0.012,0.037,0.5,0.003,28,14
20220222,서남권,구로구,0.017,0.031,0.3,0.004,29,10
20220222,서남권,금천구,0.017,0.034,0.4,0.004,28,15
20220222,동북권,노원구,0.012,0.035,0.4,0.003,33,17
20220222,동북권,도봉구,0.008,0.036,0.5,0.003,26,13
20220222,동북권,동대문구,0.012,0.037,0.3,0.003,29,15
20220222,서남권,동작구,0.014,0.034,0.3,0.003,33,16
20220222,서북권,마포구,0.016,0.04,0.4,0.003,27,12
20220222,서북권,서대문구,0.014,0.032,0.5,0.003,27,14
20220222,동남권,서초구,0.015,0.031,0.4,0.003,26,10
20220222,동북권,성동구,0.009,0.025,0.3,0.003,30,12
20220222,동북권,성북구,0.013,0.033,0.5,0.003,30,12
20220222,동남권,송파구,0.018,0.032,0.4,0.003,31,14
20220222,서남권,양천구,0.018,0.028,0.4,0.003,34,18
20220222,서남권,영등포구,0.017,0.027,0.4,0.003,29,15
20220222,도심권,용산구,0.012,0.031,0.3,0.003,32,16
20220222,서북권,은평구,0.014,0.032,0.4,0.004,29,17
20220222,도심권,종로구,0.013,0.034,0.4,0.003,30,17
20220222,도심권,중구,0.015,0.038,0.4,0.003,26,16
20220222,동북권,중랑구,0.016,0.033,0.4,0.003,29,14
20220223,동남권,강남구,0.015,0.03,0.4,0.003,24,11
20220223,동남권,강동구,0.015,0.027,0.3,0.003,27,11
20220223,동북권,강북구,0.011,0.034,0.4,0.003,29,14
20220223,서남권,강서구,0.016,0.03,0.4,0.004,31,11
20220223,서남권,관악구,0.017,0.024,0.4,0.003,24,11
20220223,동북권,광진구,0.013,0.035,0.6,0.003,24,11
20220223,서남권,구로구,0.017,0.03,0.3,0.004,26,8
20220223,서남권,금천구,0.018,0.033,0.4,0.003,25,12
20220223,동북권,노원구,0.012,0.034,0.4,0.003,29,15
20220223,동북권,도봉구,0.01,0.033,0.4,0.003,23,11
20220223,동북권,동대문구,0.013,0.035,0.3,0.003,25,11
20220223,서남권,동작구,0.015,0.032,0.4,0.003,29,14
20220223,서북권,마포구,0.018,0.038,0.4,0.003,23,10
20220223,서북권,서대문구,0.015,0.03,0.5,0.003,26,12
20220223,동남권,서초구,0.015,0.03,0.4,0.003,22,7
20220223,동북권,성동구,0.01,0.023,0.3,0.002,26,10
20220223,동북권,성북구,0.014,0.032,0.3,0.003,27,10
20220223,동남권,송파구,0.021,0.029,0.4,0.003,27,11
20220223,서남권,양천구,0.018,0.026,0.4,0.003,30,16
20220223,서남권,영등포구,0.016,0.027,0.4,0.003,26,13
20220223,도심권,용산구,0.015,0.029,0.3,0.003,28,13
20220223,서북권,은평구,0.014,0.032,0.5,0.003,26,13
20220223,도심권,종로구,0.014,0.032,0.4,0.003,26,15
20220223,도심권,중구,0.016,0.037,0.4,0.003,22,13
20220223,동북권,중랑구,0.017,0.031,0.4,0.003,25,11
20220224,동남권,강남구,0.023,0.028,0.4,0.003,27,15
20220224,동남권,강동구,0.029,0.021,0.4,0.003,32,16
20220224,동북권,강북구,0.019,0.031,0.4,0.003,33,18
20220224,서남권,강서구,0.026,0.027,0.5,0.004,30,14
20220224,서남권,관악구,0.03,0.02,0.5,0.003,27,14
20220224,동북권,광진구,0.027,0.027,0.7,0.003,28,16
20220224,서남권,구로구,0.029,0.023,0.4,0.004,28,12
20220224,서남권,금천구,0.031,0.027,0.4,0.004,26,16
20220224,동북권,노원구,0.029,0.025,0.6,0.004,33,20
20220224,동북권,도봉구,0.023,0.028,0.5,0.003,25,16
20220224,동북권,동대문구,0.026,0.03,0.5,0.003,29,15
20220224,서남권,동작구,0.025,0.029,0.4,0.003,30,17
20220224,서북권,마포구,0.029,0.031,0.4,0.003,26,14
20220224,서북권,서대문구,0.023,0.028,0.6,0.006,28,17
20220224,동남권,서초구,0.029,0.025,0.4,0.003,29,12
20220224,동북권,성동구,0.017,0.019,0.3,0.002,30,13
20220224,동북권,성북구,0.031,0.024,0.5,0.003,32,16
20220224,동남권,송파구,0.031,0.025,0.5,0.003,30,15
20220224,서남권,양천구,0.029,0.023,0.5,0.003,31,18
20220224,서남권,영등포구,0.028,0.023,0.5,0.003,27,16
20220224,도심권,용산구,0.024,0.024,0.4,0.003,28,16
20220224,서북권,은평구,0.023,0.028,0.5,0.003,27,17
20220224,도심권,종로구,0.022,0.03,0.5,0.003,28,18
20220224,도심권,중구,0.026,0.032,0.4,0.003,24,17
20220224,동북권,중랑구,0.029,0.025,0.5,0.003,31,16
20220225,동남권,강남구,0.035,0.026,0.6,0.003,67,46
20220225,동남권,강동구,0.04,0.02,0.6,0.003,75,52
20220225,동북권,강북구,0.035,0.025,0.7,0.003,83,61
20220225,서남권,강서구,0.039,0.026,0.7,0.003,67,44
20220225,서남권,관악구,0.041,0.02,0.7,0.003,62,42
20220225,동북권,광진구,0.038,0.023,0.8,0.003,64,50
20220225,서남권,구로구,0.038,0.021,0.6,0.003,67,47
20220225,서남권,금천구,0.042,0.026,0.6,0.004,67,49
20220225,동북권,노원구,0.043,0.021,0.8,0.003,80,61
20220225,동북권,도봉구,0.041,0.02,0.7,0.003,73,57
20220225,동북권,동대문구,0.042,0.025,0.7,0.003,70,49
20220225,서남권,동작구,0.034,0.029,0.6,0.003,72,52
20220225,서북권,마포구,0.043,0.029,0.7,0.003,56,45
20220225,서북권,서대문구,0.038,0.023,1,0.005,71,54
20220225,동남권,서초구,0.039,0.026,0.7,0.003,66,49
20220225,동북권,성동구,0.026,0.017,0.5,0.002,69,37
20220225,동북권,성북구,0.047,0.021,0.8,0.003,78,46
20220225,동남권,송파구,0.041,0.024,0.7,0.003,61,40
20220225,서남권,양천구,0.037,0.024,0.6,0.003,73,50
20220225,서남권,영등포구,0.041,0.021,0.7,0.004,62,48
20220225,도심권,용산구,0.033,0.023,0.5,0.003,57,42
20220225,서북권,은평구,0.034,0.024,0.7,0.003,78,57
20220225,도심권,종로구,0.044,0.022,0.8,0.003,69,53
20220225,도심권,중구,0.045,0.023,0.7,0.004,62,54
20220225,동북권,중랑구,0.042,0.022,0.7,0.004,72,50
20220226,동남권,강남구,0.017,0.047,0.5,0.003,66,43
20220226,동남권,강동구,0.019,0.039,0.5,0.002,78,50
20220226,동북권,강북구,0.014,0.05,0.5,0.002,77,52
20220226,서남권,강서구,0.02,0.044,0.5,0.003,68,41
20220226,서남권,관악구,0.018,0.033,0.5,0.003,68,41
20220226,동북권,광진구,0.019,0.047,0.4,0.003,63,45
20220226,서남권,구로구,0.017,0.038,0.5,0.003,69,49
20220226,서남권,금천구,0.019,0.051,0.5,0.003,66,45
20220226,동북권,노원구,0.02,0.045,0.6,0.003,78,55
20220226,동북권,도봉구,0.015,0.046,0.5,0.004,69,51
20220226,동북권,동대문구,0.017,0.05,0.5,0.003,70,44
20220226,서남권,동작구,0.015,0.052,0.4,0.003,70,48
20220226,서북권,마포구,0.02,0.052,0.4,0.003,56,41
20220226,서북권,서대문구,0.017,0.047,0.6,0.003,69,50
20220226,동남권,서초구,0.015,0.049,0.5,0.003,69,50
20220226,동북권,성동구,0.016,0.032,0.4,0.002,69,35
20220226,동북권,성북구,0.024,0.043,0.5,0.003,74,43
20220226,동남권,송파구,0.02,0.045,0.5,0.003,63,37
20220226,서남권,양천구,0.02,0.042,0.5,0.002,74,46
20220226,서남권,영등포구,0.02,0.042,0.5,0.003,64,45
20220226,도심권,용산구,0.014,0.044,0.4,0.003,56,39
20220226,서북권,은평구,0.016,0.048,0.6,0.003,71,53
20220226,도심권,종로구,0.017,0.05,0.5,0.003,66,47
20220226,도심권,중구,0.025,0.05,0.5,0.004,57,45
20220226,동북권,중랑구,0.025,0.046,0.5,0.003,68,46
20220227,동남권,강남구,0.017,0.035,0.4,0.004,43,21
20220227,동남권,강동구,0.016,0.031,0.4,0.003,50,23
20220227,동북권,강북구,0.013,0.038,0.4,0.003,50,24
20220227,서남권,강서구,0.02,0.034,0.4,0.003,47,19
20220227,서남권,관악구,0.024,0.025,0.5,0.003,48,23
20220227,동북권,광진구,0.017,0.037,0.3,0.003,44,23
20220227,서남권,구로구,0.021,0.027,0.4,0.003,50,23
20220227,서남권,금천구,0.023,0.034,0.4,0.004,43,23
20220227,동북권,노원구,0.02,0.033,0.5,0.003,51,29
20220227,동북권,도봉구,0.015,0.036,0.5,0.004,45,23
20220227,동북권,동대문구,0.018,0.037,0.4,0.003,45,22
20220227,서남권,동작구,0.018,0.036,0.4,0.003,49,25
20220227,서북권,마포구,0.024,0.037,0.4,0.003,42,20
20220227,서북권,서대문구,0.021,0.03,0.7,0.005,47,25
20220227,동남권,서초구,0.015,0.036,0.4,0.003,47,21
20220227,동북권,성동구,0.012,0.024,0.3,0.002,46,19
20220227,동북권,성북구,0.023,0.033,0.4,0.003,52,23
20220227,동남권,송파구,0.02,0.036,0.5,0.003,46,23
20220227,서남권,양천구,0.023,0.03,0.4,0.003,47,23
20220227,서남권,영등포구,0.019,0.032,0.4,0.003,43,22
20220227,도심권,용산구,0.018,0.029,0.4,0.003,48,25
20220227,서북권,은평구,0.02,0.031,0.6,0.003,46,27
20220227,도심권,종로구,0.02,0.035,0.5,0.003,46,27
20220227,도심권,중구,0.024,0.035,0.4,0.004,39,25
20220227,동북권,중랑구,0.023,0.034,0.4,0.003,45,23
20220228,동남권,강남구,0.032,0.022,0.5,0.004,37,15
20220228,동남권,강동구,0.035,0.018,0.4,0.003,42,16
20220228,동북권,강북구,0.029,0.022,0.5,0.003,46,18
20220228,서남권,강서구,0.036,0.023,0.5,0.004,41,14
20220228,서남권,관악구,0.035,0.02,0.5,0.003,39,14
20220228,동북권,광진구,0.033,0.022,0.4,0.004,38,16
20220228,서남권,구로구,0.033,0.021,0.4,0.003,42,16
20220228,서남권,금천구,0.036,0.027,0.5,0.004,35,14
20220228,동북권,노원구,0.037,0.019,0.6,0.003,46,17
20220228,동북권,도봉구,0.032,0.022,0.5,0.004,43,20
20220228,동북권,동대문구,0.036,0.024,0.5,0.003,43,16
20220228,서남권,동작구,0.031,0.027,0.5,0.003,39,16
20220228,서북권,마포구,0.037,0.029,0.4,0.003,37,14
20220228,서북권,서대문구,0.033,0.022,0.8,0.004,42,19
20220228,동남권,서초구,0.033,0.024,0.5,0.003,39,15
20220228,동북권,성동구,0.023,0.015,0.4,0.002,39,13
20220228,동북권,성북구,0.04,0.019,0.5,0.003,48,18
20220228,동남권,송파구,0.039,0.02,0.5,0.003,38,14
20220228,서남권,양천구,0.035,0.022,0.5,0.003,42,18
20220228,서남권,영등포구,0.035,0.022,0.5,0.003,39,17
20220228,도심권,용산구,0.031,0.021,0.4,0.003,42,17
20220228,서북권,은평구,0.033,0.022,0.6,0.003,47,22
20220228,도심권,종로구,0.036,0.023,0.6,0.004,41,19
20220228,도심권,중구,0.039,0.025,0.6,0.004,35,17
20220228,동북권,중랑구,0.034,0.025,0.4,0.004,39,15
20220301,동남권,강남구,0.026,0.028,0.4,0.003,36,21
20220301,동남권,강동구,0.033,0.017,0.5,0.002,46,27
20220301,동북권,강북구,0.017,0.034,0.4,0.002,43,26
20220301,서남권,강서구,0.025,0.029,0.4,0.003,38,20
20220301,서남권,관악구,0.025,0.024,0.5,0.003,36,21
20220301,동북권,광진구,0.03,0.022,0.5,0.004,39,25
20220301,서남권,구로구,0.023,0.026,0.4,0.003,41,23
20220301,서남권,금천구,0.028,0.029,0.4,0.003,36,22
20220301,동북권,노원구,0.025,0.027,0.5,0.003,42,28
20220301,동북권,도봉구,0.022,0.028,0.5,0.003,37,27
20220301,동북권,동대문구,0.022,0.033,0.4,0.003,39,22
20220301,서남권,동작구,0.022,0.032,0.4,0.002,38,24
20220301,서북권,마포구,0.027,0.034,0.4,0.003,34,20
20220301,서북권,서대문구,0.024,0.027,0.8,0.003,38,26
20220301,동남권,서초구,0.021,0.031,0.4,0.002,34,23
20220301,동북권,성동구,0.019,0.019,0.3,0.002,38,19
20220301,동북권,성북구,0.029,0.027,0.5,0.002,42,24
20220301,동남권,송파구,0.034,0.023,0.5,0.003,37,21
20220301,서남권,양천구,0.024,0.028,0.4,0.003,40,24
20220301,서남권,영등포구,0.023,0.029,0.4,0.003,35,22
20220301,도심권,용산구,0.02,0.026,0.4,0.003,35,22
20220301,서북권,은평구,0.02,0.029,0.6,0.003,39,30
20220301,도심권,종로구,0.022,0.034,0.4,0.003,38,24
20220301,도심권,중구,0.025,0.036,0.4,0.004,31,22
20220301,동북권,중랑구,0.027,0.029,0.4,0.003,36,22
20220302,동남권,강남구,0.023,0.027,0.4,0.003,25,13
20220302,동남권,강동구,0.024,0.022,0.4,0.003,30,13
20220302,동북권,강북구,0.02,0.028,0.4,0.003,30,14
20220302,서남권,강서구,0.024,0.029,0.5,0.004,29,12
20220302,서남권,관악구,0.03,0.022,0.5,0.003,27,13
20220302,동북권,광진구,0.025,0.027,0.4,0.003,27,14
20220302,서남권,구로구,0.028,0.02,0.4,0.003,32,13
20220302,서남권,금천구,0.03,0.026,0.5,0.003,26,14
20220302,동북권,노원구,0.026,0.024,0.5,0.003,30,16
20220302,동북권,도봉구,0.022,0.027,0.5,0.003,26,14
20220302,동북권,동대문구,0.025,0.028,0.4,0.003,27,14
